Latitude, Heading, Longitude, Heading, Time, GPS Altitude, GPS Altitude Units, PMS 1.0, PMS 2.5, PMS 10.0, Gas ADC, Gas Oxidizing, Gas Reducing, Gas NH3, Noise Low, Noise Mid, Noise High, Noise Total, Temperature, Humidity, Pressure, Altitude, Lux, Proximity
5043.61411,N,00149.11577,W,180652.00,0.0,M,40,58,60,None,146631.57894736843,514370.3703703706,138321.76656151426,0.26896807759331204,0.16004939790025136,0.1534038940040957,0.1941404564992197,22.57008561621735,49.53833170167469,1013.2441142557102,0.04900166194164224,424.68375,0
5043.61412,N,00149.11577,W,180653.00,0.0,M,45,63,64,None,145967.2131147541,514370.3703703706,138321.76656151426,0.30327979266973054,0.18485657955321247,0.08062624522993322,0.18958753915095874,22.57585144749121,49.43985644824429,1013.2385211294344,0.09556735125665239,420.40525,1
5043.61415,N,00149.11576,W,180654.00,0.0,M,45,64,66,None,145967.2131147541,514370.3703703706,138321.76656151426,0.28211763554635255,0.16296360480190983,0.07762068838971944,0.17423397624599393,22.577453067354874,49.39929100068944,1013.2378071478789,0.10151163454928058,418.266,0
5043.61414,N,00149.11580,W,180655.00,0.0,M,46,66,68,None,145967.2131147541,514370.3703703706,138321.76656151426,0.2712571504053821,0.16692326906689176,0.16172604751357691,0.19996882232861693,22.576812419405996,49.4050779841935,1013.2384286247275,0.09633750286950682,427.61595,0
5043.61412,N,00149.11582,W,180656.00,0.0,M,46,67,69,None,145967.2131147541,514370.3703703706,137710.6918238994,0.2811350575928765,0.16927661623357027,0.16348881764559073,0.20463349715734583,22.578414039286713,49.32971350509654,1013.2326763854122,0.1442281117444233,424.31485,4
5043.61412,N,00149.11580,W,180657.00,0.0,M,47,68,70,None,145307.1895424837,514370.3703703706,138321.76656151426,0.3243167582372258,0.1892485037710654,0.09786832208453387,0.20381119469760833,22.58033598318109,49.335550892580734,1013.2341707546184,0.13178663130398616,424.1304,0
5043.61412,N,00149.11576,W,180658.00,0.0,M,44,66,68,None,144651.46579804562,514370.3703703706,137710.6918238994,0.29487000620266723,0.09523508587493176,0.035851239941262894,0.1419854440062873,22.582257927116395,49.32978871155775,1013.230626837242,0.161291799535338,429.9948,0
5043.61409,N,00149.11578,W,180659.00,0.0,M,42,63,66,None,144651.46579804562,514370.3703703706,137710.6918238994,0.26629875401179676,0.12810436693750113,0.17350824933391099,0.18930379009440293,22.581296955143625,49.32976991050714,1013.2391164978291,0.0906105893865028,417.7678,0
5043.61410,N,00149.11576,W,180700.00,0.0,M,41,64,67,None,144651.46579804562,514370.3703703706,137710.6918238994,0.29875421563238874,0.14278497919927988,0.1808581892224719,0.2074657946847135,22.579375011228784,49.32973230727654,1013.2393015382463,0.08907002894223748,417.1593,7
5043.61410,N,00149.11576,W,180701.00,0.0,M,43,65,66,None,144000.0,514370.3703703706,137710.6918238994,0.276830258053237,0.08697557671572156,0.07805546149766944,0.14728709875554266,22.57392950369233,49.323826046587975,1013.2504619628457,-0.0038460539024032236,384.9964,0
5043.61409,N,00149.11577,W,180702.00,0.0,M,43,65,66,None,144000.0,514370.3703703706,137710.6918238994,0.2650960532572636,0.13294002445257413,0.11088544755749428,0.16964050842244402,22.573288855768464,49.347012266086644,1013.2460452032583,0.03292556623780696,392.52085,0
5043.61405,N,00149.11577,W,180703.00,0.0,M,40,62,64,None,144000.0,514370.3703703706,137103.4482758621,0.2585859872082671,0.13292850016724864,0.13424292030765075,0.17525246922772217,22.573288855768464,49.370210854966295,1013.2561216258791,-0.05096524550132209,406.46305,1
5043.61399,N,00149.11579,W,180704.00,0.0,M,36,57,59,None,143352.75080906154,514370.3703703706,137710.6918238994,0.22743999053665767,0.12044216970745156,0.17479202216253703,0.1742247274688821,22.573288855768464,49.3876096926445,1013.2477246068545,0.018943718817012734,416.1819,5
5043.61397,N,00149.11576,W,180705.00,0.0,M,36,57,58,None,143352.75080906154,514370.3703703706,137710.6918238994,0.2303938236044764,0.15824227998003107,0.250874753790478,0.21317028579166183,22.57585144749121,49.3934597959247,1013.2435593598464,0.05362144971118532,418.32115,0
5043.61396,N,00149.11571,W,180706.00,0.0,M,33,54,56,None,143352.75080906154,514370.3703703706,137710.6918238994,0.2589155142901311,0.1307411392224039,0.1171586500097431,0.16893843450742604,22.582578251109588,49.38199293611899,1013.2412323655858,0.0729948722094198,419.29855,2
5043.61392,N,00149.11571,W,180707.00,0.0,M,33,53,55,None,142709.67741935488,514370.3703703706,137103.4482758621,0.23163171661614543,0.17014014926402035,0.2736307755048481,0.22513421379500462,22.593148943522852,49.3416016544363,1013.2318170463627,0.15138260876350618,421.25335,0
5043.61387,N,00149.11570,W,180708.00,0.0,M,33,53,54,None,142709.67741935488,514370.3703703706,137103.4482758621,0.22856836959566645,0.10535030925511722,0.12118122368981472,0.1516999675135328,22.599235100322403,49.3301208013787,1013.2334698903545,0.13762172629634084,420.0915,0
5043.61383,N,00149.11571,W,180709.00,0.0,M,32,51,53,None,142070.73954983926,519700.9345794397,137103.4482758621,0.2727280694865338,0.1347560941005554,0.08920407522112558,0.16556274626940493,22.60980579468653,49.31872715112584,1013.2391689595478,0.09017381749310105,416.7904,3
5043.61376,N,00149.11575,W,180710.00,0.0,M,31,48,50,None,142070.73954983926,514370.3703703706,137103.4482758621,0.23199441617491584,0.12392195614955737,0.14956261192467896,0.16849299474971738,22.618134221421155,49.3014888223014,1013.2411651058667,0.07355484445322968,418.92965,0
5043.61373,N,00149.11570,W,180711.00,0.0,M,27,42,44,None,142070.73954983926,514370.3703703706,137103.4482758621,0.27308116488613315,0.13799843740909457,0.06677875204742655,0.15928611811421808,22.621657786809465,49.284156303535354,1013.2453040237502,0.03909625018548857,416.7904,0
5043.61370,N,00149.11573,W,180712.00,0.0,M,23,36,38,None,142070.73954983926,514370.3703703706,137103.4482758621,0.2411936085883082,0.1251810225399958,0.1747504250561573,0.18037501872815379,22.622298435076665,49.27836834158291,1013.2514005236101,-0.011660001062721026,417.7678,1
