GPS sentence prefix, Latitude, Heading, Longitude, Heading, Time, Data Valid, Checksum, PMS 1.0, PMS 2.5, PMS 10.0, Gas ADC, Gas Oxidizing, Gas Reducing, Gas NH3, Noise Low, Noise Mid, Noise High, Noise Total, Temperature, Humidity, Pressure, Altitude, Lux, Proximity
$GPGLL,5042.15696,N,00155.04552,W,073918.00,A,A*76,4,6,6,None,20712.32876712329,440774.1935483872,504000.0000000006,0.2402879581366795,0.12634416630160558,0.12050500146191687,0.162379041966734,23.14623132869458,52.129737766660035,1011.7066399516718,12.85711797960316,630.6426,1285
$GPGLL,5042.15902,N,00155.04146,W,073919.00,A,A*74,4,6,6,None,20712.32876712329,448918.0327868857,504000.0000000006,0.20325464100370141,0.05784109638860383,0.04774104574604027,0.1029455943794485,23.13883450121657,52.08882687412273,1011.7097060413662,12.82078757205413,626.4744,1288
$GPGLL,5042.16110,N,00155.03740,W,073920.00,A,A*71,3,5,5,None,20712.32876712329,448918.0327868857,504000.0000000006,0.2543186937270837,0.15975454133018496,0.15486937049532318,0.1896475351841973,23.129508067427583,52.18167075797538,1011.7213071529692,12.734856643808326,555.1585,1288
$GPGLL,5042.16322,N,00155.03332,W,073921.00,A,A*72,3,5,6,None,20712.32876712329,440774.1935483872,504000.0000000006,0.30525928359907284,0.19801114392196317,0.0909556962272165,0.19807537458275082,23.12532725259116,52.14084271939681,1011.7212323940133,12.735479808124898,593.4444,1285
$GPGLL,5042.16530,N,00155.02913,W,073922.00,A,A*7C,3,5,6,None,20712.32876712329,444813.0081300816,504000.0000000006,0.25819957253913434,0.14435017105589143,0.06229532473349601,0.15494835610950727,23.123719246936002,52.13498452624456,1011.7119943948707,12.812484800834325,580.29515,1283
$GPGLL,5042.16735,N,00155.02495,W,073923.00,A,A*79,3,5,6,None,20712.32876712329,432888.8888888893,498954.9549549553,0.2607239527456621,0.16433046639192497,0.16005413269536636,0.19503618394431785,23.12790006169853,52.10600322572902,1011.7054179710462,12.867304103764486,621.77185,1282
$GPGLL,5042.16939,N,00155.02075,W,073924.00,A,A*76,4,5,6,None,20712.32876712329,436800.0,498954.9549549553,0.21130856984176175,0.0985265331877034,0.1396658039341217,0.14983363565452895,23.135940090628015,52.17019959851797,1011.7000613322682,12.911955819337559,586.28885,1299
$GPGLL,5042.17140,N,00155.01654,W,073925.00,A,A*76,4,5,6,None,20712.32876712329,444813.0081300816,498954.9549549553,0.2187704694812697,0.14176893758537956,0.22386974079378255,0.1948030492868106,23.149125739610554,52.15308196202111,1011.7046448236388,12.873748871883103,569.41445,1291
$GPGLL,5042.17328,N,00155.01225,W,073926.00,A,A*7B,4,5,6,None,20712.32876712329,432888.8888888893,498954.9549549553,0.25433124887822955,0.1506842396065143,0.14564873482334384,0.1835547411026959,23.161346586715446,52.15339227112437,1011.6993613512905,12.917790714797649,620.8496,1277
$GPGLL,5042.17535,N,00155.00810,W,073927.00,A,A*7D,5,6,7,None,20712.32876712329,414229.007633588,494000.00000000023,0.22444076728936285,0.13784195968974153,0.21522800084668034,0.19250357594192824,23.169708219890982,52.1768763086488,1011.702835056841,12.888834661866973,607.166,1282
$GPGLL,5042.17740,N,00155.00393,W,073928.00,A,A*72,5,6,7,None,20712.32876712329,429039.3700787404,498954.9549549553,0.23378948734208274,0.14593397597424113,0.23445660618457048,0.20472668983363143,23.176140245933585,52.07813242771403,1011.706530332715,12.858031735342408,607.4056,1307
$GPGLL,5042.17951,N,00154.99978,W,073929.00,A,A*73,5,6,7,None,20712.32876712329,425250.0000000001,498954.9549549553,0.262260064599577,0.14677566088934707,0.0868913120155547,0.1653090125014929,23.182572272430935,51.98520121674393,1011.7002479340736,12.91040034615249,540.9767,1279
$GPGLL,5042.18165,N,00154.99561,W,073930.00,A,A*7F,4,5,5,None,20712.32876712329,425250.0000000001,498954.9549549553,0.21470581180081474,0.09130041238485613,0.09277826611764009,0.132928163434437,23.18675308989807,51.8922089392431,1011.6953327453673,12.951372397203302,581.476,1277
$GPGLL,5042.18389,N,00154.99151,W,073931.00,A,A*79,4,5,5,None,20712.32876712329,432888.8888888893,498954.9549549553,0.23286830781239487,0.13261392494588908,0.1554427670762877,0.1736416666115239,23.19414992127213,51.840023370754764,1011.6922647842739,12.976946402113507,675.8996,1279
$GPGLL,5042.18587,N,00154.98724,W,073932.00,A,A*77,4,5,5,None,20807.980049875314,436800.0,498954.9549549553,0.22248063874099433,0.09777391027620523,0.09326167958409377,0.13783874286709777,23.20476276733755,51.88683650952515,1011.7010216912344,12.903950472587827,608.383,1287
$GPGLL,5042.18798,N,00154.98312,W,073933.00,A,A*7B,4,5,5,None,20807.980049875314,425250.0000000001,494000.00000000023,0.2617986753047843,0.16237479854599463,0.10428229170625239,0.17615192185234377,23.211837998735632,51.82882159827497,1011.707413866059,12.850666828430583,530.4459,1265
$GPGLL,5042.19011,N,00154.97910,W,073934.00,A,A*7C,4,5,5,None,20807.980049875314,432888.8888888893,494000.00000000023,0.20400843025216545,0.09987348192654592,0.1410844533165886,0.14832212183176666,23.216018817547685,51.7881905114596,1011.7041610050165,12.877781867879657,580.29515,1283
$GPGLL,5042.19236,N,00154.97524,W,073935.00,A,A*71,4,5,5,None,20807.980049875314,440774.1935483872,494000.00000000023,0.22843902211506906,0.06844700634132739,0.03824676262300187,0.11171093035979944,23.21891323068396,51.823176750551454,1011.6905236421103,12.99146029670573,509.84635,1278
$GPGLL,5042.19467,N,00154.97142,W,073936.00,A,A*74,4,5,5,None,20807.980049875314,425250.0000000001,494000.00000000023,0.22269384271902443,0.17652380950048796,0.2855402495904159,0.22825263393664277,23.22405885426472,51.858218683417554,1011.6888224403815,13.005641273487178,582.37925,1284
$GPGLL,5042.19693,N,00154.96760,W,073937.00,A,A*7B,5,6,6,None,20807.980049875314,421519.3798449612,494000.00000000023,0.1970588445529333,0.0497528048089177,0.018279773856897604,0.08836380773958286,23.234028500780642,51.84100694154867,1011.6898915093278,12.996729663837794,584.5185,1271
$GPGLL,5042.19919,N,00154.96372,W,073938.00,A,A*7E,5,6,6,None,20807.980049875314,429039.3700787404,494000.00000000023,0.19694882878262907,0.06374621982553766,0.02622283072410173,0.09563929311075615,23.244641351498124,51.794712474079425,1011.691994797247,12.97919697132116,555.95145,1293
$GPGLL,5042.20142,N,00154.95973,W,073939.00,A,A*7B,5,6,8,None,20807.980049875314,432888.8888888893,498954.9549549553,0.22296161858514138,0.16679196083341466,0.2713258631602533,0.22035981419293646,23.245927757729827,51.70744936252081,1011.6807592513146,13.072855138707734,582.0845,1293
$GPGLL,5042.20352,N,00154.95572,W,073940.00,A,A*7B,5,6,8,None,20903.87016229713,436800.0,498954.9549549553,0.21411996593925892,0.09742763198829943,0.09017051731895892,0.13390603841550577,23.250751781260714,51.754124779583805,1011.6918448768364,12.980446684393971,535.8311,1278
$GPGLL,5042.20566,N,00154.95176,W,073941.00,A,A*7B,4,5,7,None,20903.87016229713,440774.1935483872,498954.9549549553,0.20477243608907744,0.07347939564390327,0.08359886417594305,0.12061689863630792,23.24721416397972,51.626003383017334,1011.6944701032536,12.958563229652043,561.1332,1295
$GPGLL,5042.20775,N,00154.94783,W,073942.00,A,A*75,3,4,6,None,20903.87016229713,436800.0,498954.9549549553,0.2655238326537458,0.15770868994334616,0.07358211002704289,0.1656048775413783,23.242068539089292,51.59095997416557,1011.7094764893412,12.833473351068696,471.5776,1284
$GPGLL,5042.20987,N,00154.94386,W,073943.00,A,A*76,3,4,6,None,20903.87016229713,432888.8888888893,498954.9549549553,0.21721286650075863,0.08106656283357845,0.056833610244058134,0.11837101319279841,23.2366013129621,51.56754897392131,1011.7156498564468,12.782013979556371,551.28505,1150
$GPGLL,5042.21189,N,00154.93986,W,073944.00,A,A*7B,3,4,6,None,20903.87016229713,429039.3700787404,498954.9549549553,0.22363170054466477,0.11762768066883456,0.17632735600880436,0.17252891240743454,23.22984768114095,51.58484579860791,1011.7031231796624,12.886432936392747,579.18845,1287
$GPGLL,5042.21387,N,00154.93569,W,073945.00,A,A*7B,3,5,7,None,20903.87016229713,425250.0000000001,498954.9549549553,0.31733004888062893,0.20740157672877035,0.11116232204028725,0.2119646492165622,23.230812485656134,51.6372462325109,1011.7013490114754,12.901222002533414,471.5053,1290
$GPGLL,5042.21579,N,00154.93148,W,073946.00,A,A*78,3,5,7,None,21000.0,429039.3700787404,498954.9549549553,0.23883761578124824,0.11857573763645429,0.11190310187487638,0.15643881843085963,23.234028500780642,51.6780616162941,1011.698206822778,12.927414630858255,545.80855,1275
$GPGLL,5042.21777,N,00154.92729,W,073947.00,A,A*75,3,5,7,None,21000.0,425250.0000000001,498954.9549549553,0.21572893573343635,0.06637592435833535,0.04255710787812881,0.10822065598996684,23.244319749943042,51.73068892437558,1011.7014560344655,12.900329882416852,572.84485,1275
$GPGLL,5042.21979,N,00154.92322,W,073948.00,A,A*75,4,6,8,None,21000.0,429039.3700787404,498954.9549549553,0.2830015834937387,0.17337020875897263,0.10099181281568624,0.1857878683561325,23.25782701623539,51.74265817293877,1011.6998991769325,12.913307512114212,616.51595,1281
$GPGLL,5042.22187,N,00154.91921,W,073949.00,A,A*74,4,6,8,None,21000.0,432888.8888888893,498954.9549549553,0.21170202277862243,0.06926094278339319,0.07451013265024813,0.11849103273742125,23.265867056647245,51.71375480693611,1011.7128316330558,12.80550582886637,595.0683,1287
$GPGLL,5042.22393,N,00154.91523,W,073950.00,A,A*75,4,6,8,None,21000.0,440774.1935483872,498954.9549549553,0.25656687449413706,0.14646176972393912,0.14082316825093694,0.181283937489671,23.273907097769644,51.760510903459796,1011.7174483116472,12.767022634071454,591.0104,1273
$GPGLL,5042.22601,N,00154.91126,W,073951.00,A,A*7B,3,5,7,None,21000.0,436800.0,498954.9549549553,0.211706301935216,0.1259671515714412,0.19378230941733646,0.17715192097466456,23.286449563339396,51.754997461578164,1011.7143381853996,12.792947662138051,555.23265,1288
$GPGLL,5042.22807,N,00154.90728,W,073952.00,A,A*79,3,5,7,None,21000.0,436800.0,498954.9549549553,0.22640910678609563,0.10903212496044991,0.10214378484955165,0.14586167219869908,23.302208048172997,51.732100956620556,1011.7064206533036,12.85894599509478,550.93515,1295
$GPGLL,5042.23011,N,00154.90329,W,073953.00,A,A*73,3,5,7,None,21000.0,429039.3700787404,498954.9549549553,0.22422308533063107,0.16818464860558316,0.27283690929548104,0.22174821441056505,23.321504155768434,51.75585391305486,1011.7058549019036,12.86366195652478,620.44455,1278
$GPGLL,5042.23223,N,00154.89931,W,073954.00,A,A*7C,3,5,7,None,21000.0,429039.3700787404,498954.9549549553,0.2500125416401712,0.1431813746421084,0.11034437851857799,0.16784609826695254,23.33951385988339,51.69808462505608,1011.7098718918294,12.830177384663834,594.03575,1289
$GPGLL,5042.23423,N,00154.89522,W,073955.00,A,A*75,3,5,7,None,21000.0,429039.3700787404,498954.9549549553,0.2071257253717847,0.08633201541464573,0.05301016995061135,0.11548930357901394,23.356237159753892,51.65192098178224,1011.7134821333265,12.800083452611188,593.40825,1299
$GPGLL,5042.23611,N,00154.89112,W,073956.00,A,A*72,3,5,7,None,21000.0,429039.3700787404,498954.9549549553,0.21544337663745194,0.1655002413132769,0.2704611855308068,0.21713493449384522,23.373282064708313,51.640690019252865,1011.7142817920605,12.793417739761873,560.1938,1289
$GPGLL,5042.23796,N,00154.88682,W,073957.00,A,A*72,3,5,7,None,21000.0,421519.3798449612,498954.9549549553,0.20721488582323072,0.07746397240404125,0.08906243290737878,0.12458043037821691,23.380035707177377,51.640853062912825,1011.7118363719984,12.813802033677312,595.10445,1273
$GPGLL,5042.23997,N,00154.88268,W,073958.00,A,A*72,4,6,8,None,21000.0,414229.007633588,498954.9549549553,0.29504834551368236,0.18817620437333898,0.12928578135731142,0.2041701104147776,23.392256585300583,51.501423225224066,1011.7148567408841,12.78862514325637,619.7619,1282
$GPGLL,5042.24198,N,00154.87855,W,073959.00,A,A*78,4,6,8,None,21000.0,414229.007633588,498954.9549549553,0.20214841362130348,0.11417279721632691,0.17531752419841556,0.16387957834534864,23.404155862945323,51.583215682554794,1011.7107053524567,12.823229889498664,595.4182,1284
$GPGLL,5042.24401,N,00154.87436,W,074000.00,A,A*76,5,6,8,None,21000.0,417846.15384615416,494000.00000000023,0.251414350242261,0.15404914160661984,0.14925723034022875,0.18490690739636986,23.414768733509117,51.630047176781865,1011.7244467532804,12.708686075551487,553.5726,1283
$GPGLL,5042.24597,N,00154.87019,W,074001.00,A,A*70,5,6,8,None,21000.0,425250.0000000001,494000.00000000023,0.1958889373237385,0.08195611572492549,0.1073745452174376,0.1284065327553672,23.41380392704307,51.57180294049556,1011.7278856684466,12.680020602797589,569.3593,1280
$GPGLL,5042.24793,N,00154.86599,W,074002.00,A,A*79,5,6,8,None,21000.0,421519.3798449612,494000.00000000023,0.2291184669308697,0.15267976467541808,0.24869988039410038,0.21016603733346273,23.408658292730273,51.530924779995615,1011.7329181674077,12.638071771304254,548.8149,1288
$GPGLL,5042.24986,N,00154.86184,W,074003.00,A,A*7A,4,6,7,None,21000.0,410666.66666666674,494000.00000000023,0.21708585530047855,0.09710591671458214,0.0910137081957425,0.13506849340360108,23.400618239699178,51.58313077695417,1011.7199873526885,12.745858039387851,571.25895,1276
$GPGLL,5042.25177,N,00154.85770,W,074004.00,A,A*74,4,6,7,None,21000.0,421519.3798449612,494000.00000000023,0.26610484279112095,0.16432902012880038,0.15976496205371288,0.1967329416578781,23.392578187378625,51.588759637451474,1011.7253548284382,12.701116703004125,546.012,1291
$GPGLL,5042.25359,N,00154.85355,W,074005.00,A,A*78,4,6,7,None,21000.0,410666.66666666674,489132.7433628319,0.22013266020817915,0.11074950581080947,0.16636655743550266,0.16574957448483044,23.382286921445143,51.53611666872647,1011.7337549821137,12.631096446137612,600.17775,1285
$GPGLL,5042.25541,N,00154.84941,W,074006.00,A,A*7A,5,6,8,None,21000.0,421519.3798449612,494000.00000000023,0.21703016387490856,0.06699377491426957,0.0732902018846147,0.11910471355793095,23.371674054670528,51.55332788116971,1011.7383103236335,12.593125172991696,676.4548,1294
$GPGLL,5042.25724,N,00154.84533,W,074007.00,A,A*73,5,6,8,None,21096.37046307885,429039.3700787404,494000.00000000023,0.21975702090183657,0.1370929366408112,0.21707537085707243,0.19130844279990675,23.354629150017377,51.52381246748398,1011.7425000462275,12.558201656574433,527.5517,1283
$GPGLL,5042.25896,N,00154.84117,W,074008.00,A,A*78,5,6,8,None,21096.37046307885,421519.3798449612,494000.00000000023,0.23198654578619066,0.11989015455002978,0.11368180273247384,0.15518616768956475,23.33726264667405,51.55832472591035,1011.7478343897538,12.513737298967367,502.7098,1281
$GPGLL,5042.26058,N,00154.83693,W,074009.00,A,A*7C,5,7,8,None,21096.37046307885,390376.8115942032,489132.7433628319,0.2088906774447136,0.06990140726046597,0.0749638086229319,0.1179186311093705,23.330830609240024,51.68041113203965,1011.7441420837742,12.544514451732896,581.2364,1281
$GPGLL,5042.26207,N,00154.83250,W,074010.00,A,A*77,5,7,8,None,21096.37046307885,400296.29629629647,489132.7433628319,0.27456789883832766,0.16604809528146242,0.10269800938747993,0.18110466783575666,23.330187405521635,51.802631576158305,1011.7480974659021,12.511544435743518,566.87015,1276
$GPGLL,5042.26363,N,00154.82799,W,074011.00,A,A*74,5,7,8,None,21000.0,400296.29629629647,484350.877192983,0.21437233780201323,0.12302680464046051,0.1418195703227956,0.15973957092175642,23.335333035396093,51.90752922147737,1011.7480573707076,12.511878647989219,540.95955,1285
$GPGLL,5042.26554,N,00154.82388,W,074012.00,A,A*71,6,8,8,None,21096.37046307885,407157.8947368421,484350.877192983,0.20911400761380922,0.05998659009658993,0.05667008365666191,0.10859022712235368,23.34305148075348,51.93100280954093,1011.740511953744,12.574773426605896,559.3647,1268
$GPGLL,5042.26767,N,00154.82009,W,074013.00,A,A*78,6,8,8,None,21096.37046307885,407157.8947368421,484350.877192983,0.23643639574219177,0.18246121810086957,0.2925047232212682,0.23713411235477652,23.351734732563273,51.896293698391915,1011.7444981245287,12.541546676204613,571.53655,1281
$GPGLL,5042.26966,N,00154.81619,W,074014.00,A,A*74,6,8,8,None,21096.37046307885,414229.007633588,484350.877192983,0.29306140907613015,0.18167899860116699,0.07904071168158948,0.18459370645296222,23.35012672290634,51.867150019455664,1011.7402484091893,12.576970207551401,578.3232,1281
$GPGLL,5042.27145,N,00154.81209,W,074015.00,A,A*78,6,8,8,None,21000.0,414229.007633588,484350.877192983,0.2230812068178702,0.10687984146853804,0.10024058766535285,0.14340054531725369,23.35527235390857,51.87309777976058,1011.7435345813832,12.549578286138827,587.9869,1295
$GPGLL,5042.27318,N,00154.80796,W,074016.00,A,A*73,6,8,8,None,21096.37046307885,407157.8947368421,484350.877192983,0.20339234532170605,0.0885083345973294,0.11954579425156353,0.13714882472353299,23.36427720886279,51.87331992726517,1011.7363938708809,12.609099842240687,578.50765,1284
$GPGLL,5042.27483,N,00154.80381,W,074017.00,A,A*75,6,8,8,None,21096.37046307885,374769.2307692309,484350.877192983,0.20559419187465983,0.13293521017121027,0.21201042873477832,0.1835132769268828,23.375211676791174,51.92597936155376,1011.739009853761,12.587294217489136,556.7824,1290
$GPGLL,5042.27646,N,00154.79962,W,074018.00,A,A*70,6,8,8,None,21000.0,390376.8115942032,479652.1739130438,0.2152670927463603,0.16668977568446228,0.27165037930365993,0.21786908257816084,23.382608523487942,51.82720195592636,1011.7425894831798,12.557456154352222,559.65945,1281
$GPGLL,5042.27804,N,00154.79547,W,074019.00,A,A*72,6,8,8,None,21000.0,410666.66666666674,479652.1739130438,0.24930337341770295,0.13850726207861627,0.07261246873633806,0.15347436807755244,23.390005370786117,51.79245501161435,1011.737851617991,12.596948730150558,559.65945,1291
$GPGLL,5042.27975,N,00154.79136,W,074020.00,A,A*7D,6,8,8,None,21000.0,414229.007633588,479652.1739130438,0.26213901300844233,0.1619328311868837,0.15738889358680633,0.19382024592737745,23.398688627077444,51.792667518558986,1011.7351823760827,12.619198318658439,604.1235,1282
$GPGLL,5042.28146,N,00154.78729,W,074021.00,A,A*72,7,8,8,None,21000.0,403701.4925373137,479652.1739130438,0.21831586415052837,0.10353912461025173,0.14667943633099878,0.15617814169725963,23.404799067186673,51.80446032467136,1011.7416829412535,12.56501264222495,607.97795,1271
$GPGLL,5042.28321,N,00154.78322,W,074022.00,A,A*7D,7,8,8,None,21000.0,403701.4925373137,479652.1739130438,0.2613072564205721,0.14812908417291568,0.104086924603854,0.17117442173244726,23.4189495616469,51.85720283661078,1011.7444790610253,12.541705579901192,608.21755,1293
$GPGLL,5042.28495,N,00154.77913,W,074023.00,A,A*73,7,8,8,None,21000.0,410666.66666666674,479652.1739130438,0.22580937333052387,0.09742910243589857,0.13272247274800805,0.1519869828381435,23.43663768281731,51.85181605364088,1011.7529639853939,12.470979793982739,584.9064,1277
$GPGLL,5042.28674,N,00154.77504,W,074024.00,A,A*73,7,8,9,None,21096.37046307885,417846.15384615416,479652.1739130438,0.2093302921808681,0.11844162527015564,0.1787016610463683,0.16882452616579735,23.451431386800778,51.73573455017597,1011.7418203943153,12.563866900718725,542.89535,1288
$GPGLL,5042.28847,N,00154.77097,W,074025.00,A,A*73,7,8,9,None,21000.0,414229.007633588,479652.1739130438,0.2157420549479577,0.13426002145976035,0.16879636051794764,0.17293281230855526,23.465903490851474,51.70697359966345,1011.7368128442367,12.605607470832263,552.79865,1288
$GPGLL,5042.29031,N,00154.76694,W,074026.00,A,A*7C,7,8,9,None,21096.37046307885,417846.15384615416,479652.1739130438,0.2067567051801973,0.12809244141381002,0.18876632772568666,0.174538491439898,23.4761947662437,51.71886856892551,1011.7467086853769,12.523120578733648,586.67675,1266
$GPGLL,5042.29204,N,00154.76282,W,074027.00,A,A*7A,7,9,9,None,21096.37046307885,417846.15384615416,479652.1739130438,0.20778936482382498,0.09402857506936987,0.1295759886110723,0.14379797616808906,23.486164440390077,51.73075617895654,1011.7427774404684,12.555889435470283,594.2012,1266
$GPGLL,5042.29383,N,00154.75879,W,074028.00,A,A*76,7,9,9,None,21096.37046307885,417846.15384615416,479652.1739130438,0.23174547393942058,0.12982748255796214,0.13300647464652832,0.16485981038130368,23.50513898452575,51.70210157177208,1011.7466719451668,12.523426825948349,550.95415,1288
$GPGLL,5042.29563,N,00154.75481,W,074029.00,A,A*74,6,8,8,None,21096.37046307885,425250.0000000001,479652.1739130438,0.232488593409531,0.16255604571187396,0.21593483648010264,0.20365982520050255,23.520897507239805,51.597661727894604,1011.7304190826844,12.658903087609453,533.3971,1285
$GPGLL,5042.29746,N,00154.75090,W,074030.00,A,A*7D,7,8,9,None,21096.37046307885,432888.8888888893,484350.877192983,0.2215379982175556,0.170449203458916,0.2767493789990468,0.2229121935585061,23.54212327684254,51.43510081385413,1011.7212921914202,12.734981358009264,578.9127,1279
$GPGLL,5042.29923,N,00154.74687,W,074031.00,A,A*70,7,8,9,None,21096.37046307885,410666.66666666674,484350.877192983,0.2348265615057675,0.11335320641088094,0.057390016107127496,0.13518992800792531,23.563992256764323,51.46473853212223,1011.7148610211832,12.788589464006444,667.30645,1293
$GPGLL,5042.30125,N,00154.74293,W,074032.00,A,A*74,7,8,9,None,21096.37046307885,400296.29629629647,479652.1739130438,0.22541294897833822,0.15079041891140874,0.24467511120653435,0.2069594930320938,23.577499570518647,51.32526788695852,1011.7182775348898,12.760110502463904,631.10465,1286
$GPGLL,5042.30308,N,00154.73889,W,074033.00,A,A*7E,8,10,13,None,21096.37046307885,414229.007633588,479652.1739130438,0.20648289416928545,0.05874098731725401,0.026154563669787835,0.09712614838544244,23.583610022637753,51.15648735465624,1011.7197832797898,12.747559121048202,477.92305,1277
$GPGLL,5042.30497,N,00154.73483,W,074034.00,A,A*7E,8,10,13,None,21096.37046307885,429039.3700787404,484350.877192983,0.21647563680118068,0.10696264053644253,0.14477213141591344,0.15607013625117888,23.58875566684585,51.1216544325143,1011.7080896080134,12.845034020666912,421.5819,1278
$GPGLL,5042.30676,N,00154.73074,W,074035.00,A,A*7E,8,10,13,None,21192.982456140355,425250.0000000001,484350.877192983,0.20309626914262946,0.08286458455721202,0.0970836485702355,0.12768150075669232,23.593901311344986,51.086820334549095,1011.7180276190323,12.762193718185692,448.9871,1270
$GPGLL,5042.30861,N,00154.72659,W,074036.00,A,A*7D,8,9,12,None,21192.982456140355,429039.3700787404,484350.877192983,0.216202735199554,0.11179003130700679,0.16417103404230043,0.16405460018295373,23.591328489059038,50.929474865624826,1011.712226611141,12.810549113639224,452.23305,1277
$GPGLL,5042.31034,N,00154.72239,W,074037.00,A,A*77,8,9,12,None,21192.982456140355,429039.3700787404,484350.877192983,0.2194090038455138,0.10183080297170193,0.12827666543936683,0.1498388240855275,23.59068528349892,50.941111532826376,1011.7095283697302,12.833040890355756,488.08495,1268
$GPGLL,5042.31206,N,00154.71810,W,074038.00,A,A*79,8,9,12,None,21192.982456140355,417846.15384615416,484350.877192983,0.22418639234977103,0.12222978267852018,0.14833356696294642,0.16491658066374587,23.588434064074317,50.98766472694419,1011.7025805310676,12.890956330544851,526.99835,1283
$GPGLL,5042.31385,N,00154.71390,W,074039.00,A,A*71,7,9,11,None,21192.982456140355,429039.3700787404,484350.877192983,0.23862053304173642,0.1258111994409437,0.11995511333462479,0.16146228193910164,23.58521803642152,50.9351631627031,1011.7040652141808,12.878580357498542,492.198,1285
$GPGLL,5042.33060,N,00154.67707,W,074048.00,A,A*70,7,9,11,None,21289.836888331243,429039.3700787404,484350.877192983,0.21533883976686796,0.07497640650658806,0.037774332459194974,0.10936319291088366,23.590363680720564,50.88867404277929,1011.6823874270856,13.05928280798948,507.4675,1261
$GPGLL,5042.33234,N,00154.67302,W,074049.00,A,A*73,7,9,11,None,21289.836888331243,432888.8888888893,489132.7433628319,0.2216082694948934,0.16915322935512903,0.274804876413333,0.22185545842111845,23.600333367378177,50.84229054428732,1011.6917618530935,12.981138757381194,522.3871,1266
$GPGLL,5042.33415,N,00154.66895,W,074050.00,A,A*7A,7,9,11,None,21289.836888331243,425250.0000000001,489132.7433628319,0.22991790599717418,0.13098720026922994,0.1255025424322811,0.16213588289956174,23.607087026702448,50.772528960298395,1011.6926370000645,12.9738436708748,497.5642,1276
$GPGLL,5042.33592,N,00154.66485,W,074051.00,A,A*78,7,9,11,None,21289.836888331243,429039.3700787404,489132.7433628319,0.22106265002303563,0.10369250140501554,0.1444724940088925,0.1564092151456479,23.6131974808088,50.731880808435974,1011.692477767282,12.97517100974003,529.8564,1277
$GPGLL,5042.33774,N,00154.66076,W,074052.00,A,A*79,7,9,11,None,21386.934673366835,432888.8888888893,489132.7433628319,0.2738029878782984,0.16280840028507076,0.07112809247961453,0.16924649354766122,23.606443821030915,50.66764442289126,1011.6766265163175,13.10730533533566,509.5516,1270
$GPGLL,5042.33964,N,00154.65680,W,074053.00,A,A*7B,7,8,12,None,21386.934673366835,440774.1935483872,494000.00000000023,0.22114709154732934,0.08959753382552853,0.04880370814245395,0.11984944450510393,23.60290618991878,50.690871709052566,1011.6742664694409,13.126978575997189,520.9305,1275
$GPGLL,5042.34155,N,00154.65290,W,074054.00,A,A*74,7,8,12,None,21386.934673366835,414229.007633588,494000.00000000023,0.22711575859533364,0.12036815964074875,0.11426232219916498,0.15391541347841578,23.586504447468997,50.690512272455116,1011.6894939274249,13.000043850247222,515.5453,1279
$GPGLL,5042.34372,N,00154.64922,W,074055.00,A,A*71,7,8,12,None,21386.934673366835,421519.3798449612,494000.00000000023,0.24518132067836962,0.13515647152476543,0.14082453770842426,0.17372077663718644,23.569781105270614,50.71927405613366,1011.704202356421,12.877437172428701,576.2011,1273
$GPGLL,5042.34568,N,00154.64541,W,074056.00,A,A*76,7,9,12,None,21386.934673366835,421519.3798449612,489132.7433628319,0.20969699830590902,0.1494982862084191,0.24404823071720003,0.20108117174384274,23.55563058734997,50.77721701367038,1011.711398761817,12.817449826131748,564.50845,1270
$GPGLL,5042.34754,N,00154.64154,W,074057.00,A,A*7A,7,9,12,None,21386.934673366835,429039.3700787404,489132.7433628319,0.22337238586912825,0.11970203571274837,0.11382351065891155,0.1522993107469294,23.54469609773696,50.88182746657434,1011.7054629986212,12.866928765011473,569.3403,1282
$GPGLL,5042.34944,N,00154.63768,W,074058.00,A,A*74,7,9,12,None,21386.934673366835,425250.0000000001,489132.7433628319,0.26727905091871107,0.1691604973199829,0.16491250846423702,0.20045068556764367,23.545982508211456,51.01000515828753,1011.7025399669303,12.891294463967187,566.09435,1272
$GPGLL,5042.35129,N,00154.63375,W,074059.00,A,A*7F,6,8,12,None,21386.934673366835,425250.0000000001,489132.7433628319,0.25573462507918854,0.16679075301753535,0.16285404264881734,0.19512647358184707,23.553700971440414,51.02765476128509,1011.6850013897016,13.037493081409828,569.41445,1268
$GPGLL,5042.35310,N,00154.62980,W,074100.00,A,A*7B,6,8,12,None,21386.934673366835,410666.66666666674,489132.7433628319,0.22603544785234403,0.18174695631050103,0.2929894627613164,0.2335906223080538,23.564957064823126,51.039560205096365,1011.6831339912652,13.053059520250848,591.80335,1267
$GPGLL,5042.35509,N,00154.62601,W,074101.00,A,A*72,5,7,11,None,21386.934673366835,414229.007633588,489132.7433628319,0.22577531350813837,0.12629889096550134,0.1301232714903286,0.16073249198798942,23.579429186932977,51.057364445893526,1011.683109263144,13.05326565144581,578.10075,1270
$GPGLL,5042.35688,N,00154.62216,W,074102.00,A,A*79,4,6,10,None,21386.934673366835,421519.3798449612,484350.877192983,0.2190406498793061,0.16404859074619435,0.24956930016865125,0.2108861802647172,23.580715597898596,50.85933065202802,1011.6868416955429,13.02215250638354,582.37925,1275
